705	2.1448	2.2856e-007
706	2.1445	2.2473e-007
707	2.1443	2.2098e-007
708	2.1441	2.173e-007
709	2.1438	2.1369e-007
710	2.1436	2.1015e-007
711	2.1434	2.0668e-007
712	2.1431	2.0328e-007
713	2.1429	1.9995e-007
714	2.1427	1.9667e-007
715	2.1425	1.9346e-007
716	2.1422	1.9032e-007
717	2.142	1.8723e-007
718	2.1418	1.842e-007
719	2.1416	1.8123e-007
720	2.1414	1.7831e-007
721	2.1412	1.7545e-007
722	2.1409	1.7264e-007
723	2.1407	1.6989e-007
724	2.1405	1.6719e-007
725	2.1403	1.6454e-007
726	2.1401	1.6194e-007
727	2.1399	1.5938e-007
728	2.1397	1.5688e-007
729	2.1395	1.5442e-007
730	2.1393	1.52e-007
731	2.139	1.4963e-007
732	2.1388	1.4731e-007
733	2.1386	1.4502e-007
734	2.1384	1.4278e-007
735	2.1382	1.4058e-007
736	2.138	1.3842e-007
737	2.1378	1.363e-007
738	2.1376	1.3421e-007
739	2.1374	1.3217e-007
740	2.1372	1.3016e-007
741	2.137	1.2818e-007
742	2.1368	1.2625e-007
743	2.1366	1.2434e-007
744	2.1364	1.2247e-007
745	2.1363	1.2064e-007
746	2.1361	1.1883e-007
747	2.1359	1.1706e-007
748	2.1357	1.1532e-007
749	2.1355	1.1361e-007
750	2.1353	1.1193e-007
751	2.1351	1.1028e-007
752	2.1349	1.0866e-007
753	2.1347	1.0707e-007
754	2.1345	1.055e-007
755	2.1344	1.0396e-007
756	2.1342	1.0245e-007
757	2.134	1.0096e-007
758	2.1338	9.9503e-008
759	2.1336	9.8067e-008
760	2.1335	9.6656e-008
761	2.1333	9.527e-008
762	2.1331	9.3906e-008
763	2.1329	9.2566e-008
764	2.1327	9.1249e-008
765	2.1326	8.9954e-008
766	2.1324	8.8681e-008
767	2.1322	8.7429e-008
768	2.132	8.6198e-008
769	2.1319	8.4988e-008
770	2.1317	8.3798e-008
771	2.1315	8.2627e-008
772	2.1313	8.1477e-008
773	2.1312	8.0345e-008
774	2.131	7.9232e-008
775	2.1308	7.8137e-008
776	2.1307	7.7061e-008
777	2.1305	7.6002e-008
778	2.1303	7.496e-008
779	2.1302	7.3935e-008
780	2.13	7.2927e-008
781	2.1298	7.1936e-008
782	2.1297	7.096e-008
783	2.1295	7e-008
784	2.1293	6.9056e-008
785	2.1292	6.8127e-008
786	2.129	6.7213e-008
787	2.1289	6.6313e-008
788	2.1287	6.5428e-008
789	2.1285	6.4557e-008
790	2.1284	6.37e-008
791	2.1282	6.2857e-008
792	2.1281	6.2026e-008
793	2.1279	6.1209e-008
794	2.1278	6.0405e-008
795	2.1276	5.9613e-008
796	2.1274	5.8834e-008
797	2.1273	5.8067e-008
798	2.1271	5.7312e-008
799	2.127	5.6569e-008
800	2.1268	5.5837e-008
801	2.1267	5.5117e-008
802	2.1265	5.4407e-008
803	2.1264	5.3709e-008
804	2.1262	5.3021e-008
805	2.1261	5.2344e-008
806	2.1259	5.1678e-008
807	2.1258	5.1021e-008
808	2.1256	5.0375e-008
809	2.1255	4.9738e-008
810	2.1253	4.9111e-008
811	2.1252	4.8494e-008
812	2.1251	4.7885e-008
813	2.1249	4.7286e-008
814	2.1248	4.6696e-008
815	2.1246	4.6115e-008
816	2.1245	4.5543e-008
817	2.1243	4.4979e-008
818	2.1242	4.4423e-008
819	2.1241	4.3876e-008
820	2.1239	4.3337e-008
821	2.1238	4.2806e-008
822	2.1236	4.2282e-008
823	2.1235	4.1767e-008
824	2.1234	4.1259e-008
825	2.1232	4.0758e-008
826	2.1231	4.0265e-008
827	2.123	3.9778e-008
828	2.1228	3.9299e-008
829	2.1227	3.8827e-008
830	2.1225	3.8362e-008
831	2.1224	3.7904e-008
832	2.1223	3.7452e-008
833	2.1221	3.7006e-008
834	2.122	3.6567e-008
835	2.1219	3.6135e-008
836	2.1218	3.5708e-008
837	2.1216	3.5288e-008
838	2.1215	3.4873e-008
839	2.1214	3.4465e-008
840	2.1212	3.4062e-008
841	2.1211	3.3665e-008
842	2.121	3.3273e-008
843	2.1209	3.2887e-008
844	2.1207	3.2507e-008
845	2.1206	3.2131e-008
846	2.1205	3.1761e-008
847	2.1203	3.1397e-008
848	2.1202	3.1037e-008
849	2.1201	3.0682e-008
850	2.12	3.0332e-008
851	2.1198	2.9987e-008
852	2.1197	2.9647e-008
853	2.1196	2.9311e-008
854	2.1195	2.898e-008
855	2.1194	2.8654e-008
856	2.1192	2.8332e-008
857	2.1191	2.8014e-008
858	2.119	2.7701e-008
859	2.1189	2.7392e-008
860	2.1188	2.7087e-008
